name,O,OH,U_param,spin,oxidation_states_A,oxidation_states_B,electronegativity_A,electronegativity_B,Tolerance_factor,Octahedral_factor,ionic_ration_AO,ionic_ration_BO,Diff_A_O,Diff_B_O,Z_1,atomic_radius_1,mendeleev_no_1,common_oxi_states_1,X_1,thermal_conductivity1,average_ionic_radius1,atomic_orbitals1,V_B_O_sigma,V_B_O_pi
LaCeGa2O6,3.09103601,,0,1,6,3,1.11,1.81,0.835226129,0.603174603,0.893650794,0.603174603,-2.33,-1.63,22.5,1,83.3,0,2.648,8.215948,1.1332,-0.6150417,0.030344454,-0.015172227
La2In2O6,3.43739201,,0,1,6,3,1.1,1.78,0.781674405,0.746031746,0.93015873,0.746031746,-2.34,-1.66,26,1.06,83,0,2.64,19.015948,1.1784,-1.3617916,0.024984978,-0.012492489
BaPrTl2O6,3.67070801,,0,1,5,1,1.01,1.62,0.691423603,1.057539683,1.011904762,1.057539683,-2.43,-1.82,32.5,1.14,80.7,-0.5,2.59,12.315948,1.2775,-0.6041644,0.015625586,-0.007812793
LaSrTl2O6,4.23663201,,0,1,5,1,1.025,1.62,0.683513826,1.057539683,0.988888889,1.057539683,-2.415,-1.82,30.5,1.135,81,-0.5,2.593,14.015948,1.2717,-0.7385762,0.015625586,-0.007812793
LaNaIn2O6,5.00022301,1.164431695,0,1,4,3,1.015,1.78,0.779745932,0.746031746,0.925396825,0.746031746,-2.425,-1.66,21.4,1.045,80.8,-0.2,2.623,31.715948,1.1772,-1.5549084,0.024984978,-0.012492489
LaPbIn2O6,4.45179401,-3.264018305,0,1,5,3,1.715,1.78,0.773719454,0.746031746,0.910515873,0.746031746,-1.725,-1.66,28.5,1.045,87.9,-0.1,2.763,21.215948,1.17345,-1.384287,0.024984978,-0.012492489
NaPrTl2O6,2.61817901,,0,1,4,1,1.03,1.62,0.6464197,1.057539683,0.880952381,1.057539683,-2.41,-1.82,28,1.105,80.4,-0.6,2.594,24.515948,1.2445,-0.7986078,0.015625586,-0.007812793
LaBaTl2O6,4.58113901,0.524927695,0,1,5,1,0.995,1.62,0.706697655,1.057539683,1.056349206,1.057539683,-2.445,-1.82,32.3,1.15,80.9,-0.5,2.587,12.315948,1.2887,-0.6049412,0.015625586,-0.007812793
LaAgLa2O6,3.45694701,,0,1,4,3,1.515,1.1,0.694701399,0.93015873,0.896296296,0.93015873,-1.925,-2.34,26.6,1.105,77.6,-0.2,2.587,46.915948,1.216266667,-0.8847961,-0.043291117,0.024994138
KLaIn2O6,5.19696701,0.818775695,0,1,4,3,0.96,1.78,0.837600124,0.746031746,1.068253968,0.746031746,-2.48,-1.66,22.2,1.085,80.7,-0.2,2.612,27.715948,1.2132,-1.3574498,0.024984978,-0.012492489
PbBiSc2O6,4.95729201,-1.966168305,0,1,5,3,2.175,1.36,0.770977149,0.702380952,0.856150794,0.702380952,-1.265,-2.08,25.5,1.02,81.3,-0.1,2.771,7.515948,1.14875,-0.6324444,-0.026422852,0.01525524
PbNdGe2O6,-0.98051099,,0,1,5,-4,1.735,2.01,0.856713856,0.611111111,0.951984127,0.611111111,-1.705,-1.43,25.4,0.975,88.6,-1.5,2.813,17.215948,1.1499,-0.6564201,0.027657296,-0.013828648
Bi2Ge2O6,1.44646001,,0,1,6,-4,2.02,2.01,0.799413824,0.611111111,0.821428571,0.611111111,-1.42,-1.43,27.8,0.93,94.8,-1.4,2.87,13.615948,1.117,-0.6933476,0.027657296,-0.013828648
BiSnCr2O6,0.22105501,-1.848580305,3.7,2,-1,3,1.99,1.66,0.70469619,0.746031746,0.740079365,0.746031746,-1.45,-1.78,22.9,0.945,89,-0.7,2.794,26.315948,1.1305,-1.0501526,-0.016089135,0.009289066
LaPbGe2O6,0.53460801,,0,1,5,-4,1.715,2.01,0.838513694,0.611111111,0.910515873,0.611111111,-1.725,-1.43,25.1,0.985,88.9,-1.5,2.809,16.815948,1.13945,-0.6570638,0.027657296,-0.013828648
AgPbGe2O6,3.81917101,,0,1,3,-4,2.13,2.01,0.82365168,0.611111111,0.876653439,0.611111111,-1.31,-1.43,24.1,0.95,92.7,-1.7,2.892,58.515948,1.130916667,-0.9661495,0.027657296,-0.013828648
Bi2Cd2O6,4.20187201,,0,1,6,2,2.02,1.69,0.690557474,0.865079365,0.821428571,0.865079365,-1.42,-1.75,31,0.99,93,-0.2,2.806,21.015948,1.181,-1.3272568,-0.014968238,0.008641916
BaPbGe2O6,3.26451301,,0,1,4,-4,1.61,2.01,0.89389792,0.611111111,1.036706349,0.611111111,-1.83,-1.43,25,1.005,87,-1.6,2.788,17.315948,1.17125,-0.6557372,0.027657296,-0.013828648
Pb2Ge2O6,3.61169901,,0,1,4,-4,2.33,2.01,0.829892565,0.611111111,0.890873016,0.611111111,-1.11,-1.43,27.6,0.97,93.8,-1.6,2.932,19.015948,1.1345,-0.6795592,0.027657296,-0.013828648
TlSnGe2O6,2.31822201,,0,1,-3,-4,1.79,2.01,0.815524015,0.611111111,0.858134921,0.611111111,-1.65,-1.43,24.3,0.945,93.5,-2.3,2.824,23.315948,1.12625,-1.0912573,0.027657296,-0.013828648
PbBiCr2O6,0.46577301,,3.7,2,5,3,2.175,1.66,0.75170272,0.746031746,0.856150794,0.746031746,-1.265,-1.78,26.1,0.98,88.9,-0.1,2.831,23.115948,1.15975,-0.6312378,-0.016089135,0.009289066
Pb2Cr2O6,-1.09759499,,3.7,2,4,3,2.33,1.66,0.765764503,0.746031746,0.890873016,0.746031746,-1.11,-1.78,26,1,88.4,-0.2,2.862,25.815948,1.1685,-0.6243436,-0.016089135,0.009289066
Tl2Ge2O6,2.68612601,-7.481801305,0,1,2,-4,1.62,2.01,0.903041542,0.611111111,1.057539683,0.611111111,-1.82,-1.43,27.4,0.99,93,-1.8,2.79,21.215948,1.1765,-0.6651258,0.027657296,-0.013828648
Sn2Cr2O6,-1.35978199,,3.7,2,-8,3,1.96,1.66,0.671751442,0.746031746,0.658730159,0.746031746,-1.48,-1.78,19.6,0.93,88.6,-1.4,2.788,32.215948,1.11,-1.4621732,-0.016089135,0.009289066
ScBiCd2O6,2.54830801,,0,1,6,2,1.69,1.69,0.667990236,0.865079365,0.761904762,0.865079365,-1.75,-1.75,24.8,0.99,86.2,-0.2,2.74,21.815948,1.166,-1.3002917,-0.014968238,0.008641916
KPbGe2O6,3.92498501,,0,1,3,-4,1.575,2.01,0.899122847,0.611111111,1.048611111,0.611111111,-1.865,-1.43,21.3,1.01,86.6,-1.7,2.781,25.515948,1.17425,-0.652722,0.027657296,-0.013828648
TlBiGe2O6,1.97173901,,0,1,4,-4,1.82,2.01,0.851227683,0.611111111,0.939484127,0.611111111,-1.62,-1.43,27.6,0.96,93.9,-1.6,2.83,17.415948,1.14675,-0.6792367,0.027657296,-0.013828648
RbPbGe2O6,3.57246701,,0,1,3,-4,1.575,2.01,0.923505839,0.611111111,1.104166667,0.611111111,-1.865,-1.43,23.1,1.025,86.5,-1.7,2.781,21.315948,1.18825,-0.7573456,0.027657296,-0.013828648
